"predicted_y","frame_index","predicted_x"
-0.5,40,-1.44140912231251
0,40,-1.40178601145561
0.5,40,-1.37466777458283
1,40,-1.36042789613328
1.5,40,-1.35886785634178
2,40,-1.36994992621966
2.5,40,-1.39413978115671
3,40,-1.43121562901368
3.5,40,-1.48107799193821
4,40,-1.54362739207795
4.5,40,-1.56445521304254
-3,41,-1.8000372910153
-2.5,41,-1.71809188491269
-2,41,-1.64053959080405
-1.5,41,-1.57027326250457
-1,41,-1.50579120755052
-0.5,41,-1.45084781417234
0,41,-1.41122470331544
0.5,41,-1.38410646644266
1,41,-1.36986658799311
1.5,41,-1.36830654820161
2,41,-1.37938861807949
2.5,41,-1.40357847301655
3,41,-1.44065432087351
3.5,41,-1.49051668379804
4,41,-1.55306608393779
4.5,41,-1.57389390490237
-3.5,42,-1.89794775958603
-3,42,-1.80947598287514
-2.5,42,-1.72753057677253
-2,42,-1.64997828266389
-1.5,42,-1.57971195436441
-1,42,-1.51522989941036
-0.5,42,-1.46028650603218
0,42,-1.42066339517528
0.5,42,-1.3935451583025
1,42,-1.37930527985295
1.5,42,-1.37774524006145
2,42,-1.38882730993933
2.5,42,-1.41301716487638
3,42,-1.45009301273335
3.5,42,-1.49995537565788
4,42,-1.56250477579762
4.5,42,-1.58333259676221
-3.5,43,-1.90738645144587
-3,43,-1.81891467473498
-2.5,43,-1.73696926863237
-2,43,-1.65941697452373
-1.5,43,-1.58915064622425
-1,43,-1.5246685912702
-0.5,43,-1.46972519789202
0,43,-1.43010208703512
0.5,43,-1.40298385016234
1,43,-1.38874397171279
1.5,43,-1.38718393192129
2,43,-1.39826600179917
2.5,43,-1.42245585673622
3,43,-1.45953170459319
3.5,43,-1.50939406751772
4,43,-1.57194346765746
4.5,43,-1.59277128862205
-3.5,44,-1.91682514330571
-3,44,-1.82835336659482
-2.5,44,-1.74640796049221
-2,44,-1.66885566638357
-1.5,44,-1.59858933808409
-1,44,-1.53410728313004
-0.5,44,-1.47916388975186
0,44,-1.43954077889496
0.5,44,-1.41242254202218
1,44,-1.39818266357263
1.5,44,-1.39662262378113
2,44,-1.40770469365901
2.5,44,-1.43189454859606
3,44,-1.46897039645303
3.5,44,-1.51883275937756
4,44,-1.5813821595173
-4,45,-2.01970759523259
-3.5,45,-1.92626383516555
-3,45,-1.83779205845466
-2.5,45,-1.75584665235205
-2,45,-1.67829435824341
-1.5,45,-1.60802802994393
-1,45,-1.54354597498988
-0.5,45,-1.4886025816117
0,45,-1.4489794707548
0.5,45,-1.42186123388202
1,45,-1.40762135543247
1.5,45,-1.40606131564097
2,45,-1.41714338551885
2.5,45,-1.4413332404559
3,45,-1.47840908831287
3.5,45,-1.5282714512374
4,45,-1.59082085137714
-4,46,-2.02914628709242
-3.5,46,-1.93570252702538
-3,46,-1.84723075031449
-2.5,46,-1.76528534421188
-2,46,-1.68773305010324
-1.5,46,-1.61746672180376
-1,46,-1.55298466684971
-0.5,46,-1.49804127347153
0,46,-1.45841816261463
0.5,46,-1.43129992574185
1,46,-1.4170600472923
1.5,46,-1.4155000075008
2,46,-1.42658207737868
2.5,46,-1.45077193231573
3,46,-1.4878477801727
3.5,46,-1.53771014309723
4,46,-1.60025954323697
-4.5,47,-2.13677239621336
-4,47,-2.03858497895226
-3.5,47,-1.94514121888522
-3,47,-1.85666944217433
-2.5,47,-1.77472403607172
-2,47,-1.69717174196308
-1.5,47,-1.6269054136636
-1,47,-1.56242335870955
-0.5,47,-1.50747996533137
0,47,-1.46785685447447
0.5,47,-1.44073861760169
1,47,-1.42649873915214
1.5,47,-1.42493869936064
2,47,-1.43602076923852
2.5,47,-1.46021062417557
3,47,-1.49728647203254
3.5,47,-1.54714883495707
4,47,-1.60969823509681
-4.5,48,-2.1462110880732
-4,48,-2.0480236708121
-3.5,48,-1.95457991074506
-3,48,-1.86610813403417
-2.5,48,-1.78416272793156
-2,48,-1.70661043382292
-1.5,48,-1.63634410552344
-1,48,-1.57186205056939
-0.5,48,-1.51691865719121
0,48,-1.47729554633431
0.5,48,-1.45017730946153
1,48,-1.43593743101198
1.5,48,-1.43437739122048
2,48,-1.44545946109836
2.5,48,-1.46964931603541
3,48,-1.50672516389238
3.5,48,-1.55658752681691
-1.5,49,-1.64578279738328
-1,49,-1.58130074242923
-0.5,49,-1.52635734905105
0,49,-1.48673423819415
0.5,49,-1.45961600132137
1,49,-1.44537612287182
1.5,49,-1.44381608308032
2,49,-1.4548981529582
2.5,49,-1.47908800789525
3,49,-1.51616385575222
3.5,49,-1.56602621867675
-1.5,50,-1.65522148924312
-1,50,-1.59073943428907
-0.5,50,-1.53579604091089
0,50,-1.49617293005399
0.5,50,-1.46905469318121
1,50,-1.45481481473166
1.5,50,-1.45325477494016
2,50,-1.46433684481804
2.5,50,-1.48852669975509
3,50,-1.52560254761206
3.5,50,-1.57546491053659
-1.5,51,-1.66466018110295
-1,51,-1.6001781261489
-0.5,51,-1.54523473277072
0,51,-1.50561162191382
0.5,51,-1.47849338504104
1,51,-1.46425350659149
1.5,51,-1.46269346679999
2,51,-1.47377553667787
2.5,51,-1.49796539161492
3,51,-1.53504123947189
3.5,51,-1.58490360239642
-1.5,52,-1.67409887296279
-1,52,-1.60961681800874
-0.5,52,-1.55467342463056
0,52,-1.51505031377366
0.5,52,-1.48793207690088
1,52,-1.47369219845133
1.5,52,-1.47213215865983
2,52,-1.48321422853771
2.5,52,-1.50740408347476
3,52,-1.54447993133173
3.5,52,-1.59434229425626
-1.5,53,-1.68353756482263
-1,53,-1.61905550986858
-0.5,53,-1.5641121164904
0,53,-1.5244890056335
0.5,53,-1.49737076876072
1,53,-1.48313089031117
1.5,53,-1.48157085051967
2,53,-1.49265292039755
2.5,53,-1.5168427753346
3,53,-1.55391862319157
3.5,53,-1.6037809861161
-1.5,54,-1.69297625668247
-1,54,-1.62849420172842
-0.5,54,-1.57355080835024
0,54,-1.53392769749334
0.5,54,-1.50680946062056
1,54,-1.49256958217101
1.5,54,-1.49100954237951
2,54,-1.50209161225739
2.5,54,-1.52628146719444
3,54,-1.56335731505141
-2,55,-1.77268127684179
-1.5,55,-1.70241494854231
-1,55,-1.63793289358826
-0.5,55,-1.58298950021008
0,55,-1.54336638935318
0.5,55,-1.5162481524804
1,55,-1.50200827403085
1.5,55,-1.50044823423935
2,55,-1.51153030411723
2.5,55,-1.53572015905428
3,55,-1.57279600691125
